accession	description
"DC656546"	"Fagus crenata mRNA, clone: Fc_TUM08_15J17, 5'end sequence, expressed in inner bark."
"DC656548"	"Fagus crenata mRNA, clone: Fc_TUM08_15J19, 5'end sequence, expressed in inner bark."
"DC656611"	"Fagus crenata mRNA, clone: Fc_TUM08_15M19, 5'end sequence, expressed in inner bark."
"DC656718"	"Fagus crenata mRNA, clone: Fc_TUM08_16B17, 5'end sequence, expressed in inner bark."
"DC656729"	"Fagus crenata mRNA, clone: Fc_TUM08_16C06, 5'end sequence, expressed in inner bark."
"DC656882"	"Fagus crenata mRNA, clone: Fc_TUM08_16J03, 5'end sequence, expressed in inner bark."
"DC657249"	"Fagus crenata mRNA, clone: Fc_TUM08_17K01, 5'end sequence, expressed in inner bark."
"DC657091"	"Fagus crenata mRNA, clone: Fc_TUM08_17C21, 5'end sequence, expressed in inner bark."
"DC652379"	"Fagus crenata mRNA, clone: Fc_TUM08_03L06, 5'end sequence, expressed in inner bark."
"DC655070"	"Fagus crenata mRNA, clone: Fc_TUM08_11E14, 5'end sequence, expressed in inner bark."
"DC654049"	"Fagus crenata mRNA, clone: Fc_TUM08_08G19, 5'end sequence, expressed in inner bark."
"DC654145"	"Fagus crenata mRNA, clone: Fc_TUM08_08L06, 5'end sequence, expressed in inner bark."
"DC653834"	"Fagus crenata mRNA, clone: Fc_TUM08_07N06, 5'end sequence, expressed in inner bark."
"DC655023"	"Fagus crenata mRNA, clone: Fc_TUM08_11C11, 5'end sequence, expressed in inner bark."
"DC655034"	"Fagus crenata mRNA, clone: Fc_TUM08_11C23, 5'end sequence, expressed in inner bark."
"DC655901"	"Fagus crenata mRNA, clone: Fc_TUM08_13L01, 5'end sequence, expressed in inner bark."
"DC655679"	"Fagus crenata mRNA, clone: Fc_TUM08_13B01, 5'end sequence, expressed in inner bark."
"DC654906"	"Fagus crenata mRNA, clone: Fc_TUM08_10N06, 5'end sequence, expressed in inner bark."
"DC656250"	"Fagus crenata mRNA, clone: Fc_TUM08_14K24, 5'end sequence, expressed in inner bark."
"DC656128"	"Fagus crenata mRNA, clone: Fc_TUM08_14F12, 5'end sequence, expressed in inner bark."
"DC656488"	"Fagus crenata mRNA, clone: Fc_TUM08_15H03, 5'end sequence, expressed in inner bark."
"DC656492"	"Fagus crenata mRNA, clone: Fc_TUM08_15H07, 5'end sequence, expressed in inner bark."
"DC656554"	"Fagus crenata mRNA, clone: Fc_TUM08_15K02, 5'end sequence, expressed in inner bark."
"DC656771"	"Fagus crenata mRNA, clone: Fc_TUM08_16E04, 5'end sequence, expressed in inner bark."
"DC656776"	"Fagus crenata mRNA, clone: Fc_TUM08_16E09, 5'end sequence, expressed in inner bark."
"DC657204"	"Fagus crenata mRNA, clone: Fc_TUM08_17H22, 5'end sequence, expressed in inner bark."
"DC657034"	"Fagus crenata mRNA, clone: Fc_TUM08_17A07, 5'end sequence, expressed in inner bark."
"DC657122"	"Fagus crenata mRNA, clone: Fc_TUM08_17E07, 5'end sequence, expressed in inner bark."
"DC657000"	"Fagus crenata mRNA, clone: Fc_TUM08_16O16, 5'end sequence, expressed in inner bark."
"DC654672"	"Fagus crenata mRNA, clone: Fc_TUM08_10C12, 5'end sequence, expressed in inner bark."
"DC653969"	"Fagus crenata mRNA, clone: Fc_TUM08_08D04, 5'end sequence, expressed in inner bark."
"DC654035"	"Fagus crenata mRNA, clone: Fc_TUM08_08G05, 5'end sequence, expressed in inner bark."
"DC653300"	"Fagus crenata mRNA, clone: Fc_TUM08_06E11, 5'end sequence, expressed in inner bark."
"DC653901"	"Fagus crenata mRNA, clone: Fc_TUM08_08A04, 5'end sequence, expressed in inner bark."
"DC654107"	"Fagus crenata mRNA, clone: Fc_TUM08_08J11, 5'end sequence, expressed in inner bark."
"DC653536"	"Fagus crenata mRNA, clone: Fc_TUM08_06O21, 5'end sequence, expressed in inner bark."
"DC654300"	"Fagus crenata mRNA, clone: Fc_TUM08_09C07, 5'end sequence, expressed in inner bark."
"DC655048"	"Fagus crenata mRNA, clone: Fc_TUM08_11D15, 5'end sequence, expressed in inner bark."
"DC655461"	"Fagus crenata mRNA, clone: Fc_TUM08_12G22, 5'end sequence, expressed in inner bark."
"DC654860"	"Fagus crenata mRNA, clone: Fc_TUM08_10L03, 5'end sequence, expressed in inner bark."
"DC656154"	"Fagus crenata mRNA, clone: Fc_TUM08_14G14, 5'end sequence, expressed in inner bark."
"DC656159"	"Fagus crenata mRNA, clone: Fc_TUM08_14G20, 5'end sequence, expressed in inner bark."
"DC656243"	"Fagus crenata mRNA, clone: Fc_TUM08_14K16, 5'end sequence, expressed in inner bark."
"DC656295"	"Fagus crenata mRNA, clone: Fc_TUM08_14M23, 5'end sequence, expressed in inner bark."
"DC656125"	"Fagus crenata mRNA, clone: Fc_TUM08_14F08, 5'end sequence, expressed in inner bark."
"DC656483"	"Fagus crenata mRNA, clone: Fc_TUM08_15G22, 5'end sequence, expressed in inner bark."
"DC656518"	"Fagus crenata mRNA, clone: Fc_TUM08_15I12, 5'end sequence, expressed in inner bark."
"DC656664"	"Fagus crenata mRNA, clone: Fc_TUM08_15P06, 5'end sequence, expressed in inner bark."
"DC656991"	"Fagus crenata mRNA, clone: Fc_TUM08_16O05, 5'end sequence, expressed in inner bark."
"AB046513"	"Fagus crenata chloroplast trnL (UAA), trnF (GAA) genes, partial sequence, haplotype:F."
"DC653594"	"Fagus crenata mRNA, clone: Fc_TUM08_07B11, 5'end sequence, expressed in inner bark."
"DC656075"	"Fagus crenata mRNA, clone: Fc_TUM08_14D01, 5'end sequence, expressed in inner bark."
"DC653610"	"Fagus crenata mRNA, clone: Fc_TUM08_07C07, 5'end sequence, expressed in inner bark."
"DC656284"	"Fagus crenata mRNA, clone: Fc_TUM08_14M11, 5'end sequence, expressed in inner bark."
"DC656594"	"Fagus crenata mRNA, clone: Fc_TUM08_15L23, 5'end sequence, expressed in inner bark."
"DC657131"	"Fagus crenata mRNA, clone: Fc_TUM08_17E16, 5'end sequence, expressed in inner bark."
"DC654808"	"Fagus crenata mRNA, clone: Fc_TUM08_10I15, 5'end sequence, expressed in inner bark."
"DC654715"	"Fagus crenata mRNA, clone: Fc_TUM08_10E10, 5'end sequence, expressed in inner bark."
"DC653413"	"Fagus crenata mRNA, clone: Fc_TUM08_06J09, 5'end sequence, expressed in inner bark."
"DC653266"	"Fagus crenata mRNA, clone: Fc_TUM08_06C24, 5'end sequence, expressed in inner bark."
"DC654047"	"Fagus crenata mRNA, clone: Fc_TUM08_08G17, 5'end sequence, expressed in inner bark."
"DC653499"	"Fagus crenata mRNA, clone: Fc_TUM08_06N08, 5'end sequence, expressed in inner bark."
"DC654280"	"Fagus crenata mRNA, clone: Fc_TUM08_09B11, 5'end sequence, expressed in inner bark."
"DC653910"	"Fagus crenata mRNA, clone: Fc_TUM08_08A14, 5'end sequence, expressed in inner bark."
"DC655750"	"Fagus crenata mRNA, clone: Fc_TUM08_13E03, 5'end sequence, expressed in inner bark."
"DC655363"	"Fagus crenata mRNA, clone: Fc_TUM08_12B24, 5'end sequence, expressed in inner bark."
"DC655466"	"Fagus crenata mRNA, clone: Fc_TUM08_12H05, 5'end sequence, expressed in inner bark."
"DC655539"	"Fagus crenata mRNA, clone: Fc_TUM08_12K12, 5'end sequence, expressed in inner bark."
"DC654836"	"Fagus crenata mRNA, clone: Fc_TUM08_10K01, 5'end sequence, expressed in inner bark."
"DC656052"	"Fagus crenata mRNA, clone: Fc_TUM08_14C02, 5'end sequence, expressed in inner bark."
"DC655962"	"Fagus crenata mRNA, clone: Fc_TUM08_13N20, 5'end sequence, expressed in inner bark."
"DC654409"	"Fagus crenata mRNA, clone: Fc_TUM08_09H06, 5'end sequence, expressed in inner bark."
"DC656083"	"Fagus crenata mRNA, clone: Fc_TUM08_14D09, 5'end sequence, expressed in inner bark."
"DC656561"	"Fagus crenata mRNA, clone: Fc_TUM08_15K10, 5'end sequence, expressed in inner bark."
"DC657219"	"Fagus crenata mRNA, clone: Fc_TUM08_17I15, 5'end sequence, expressed in inner bark."
"DC657018"	"Fagus crenata mRNA, clone: Fc_TUM08_16P12, 5'end sequence, expressed in inner bark."
"DC652918"	"Fagus crenata mRNA, clone: Fc_TUM08_05D06, 5'end sequence, expressed in inner bark."
"DC655607"	"Fagus crenata mRNA, clone: Fc_TUM08_12N15, 5'end sequence, expressed in inner bark."
"DC654044"	"Fagus crenata mRNA, clone: Fc_TUM08_08G14, 5'end sequence, expressed in inner bark."
"DC653357"	"Fagus crenata mRNA, clone: Fc_TUM08_06G22, 5'end sequence, expressed in inner bark."
"DC653177"	"Fagus crenata mRNA, clone: Fc_TUM08_05O23, 5'end sequence, expressed in inner bark."
"DC653390"	"Fagus crenata mRNA, clone: Fc_TUM08_06I09, 5'end sequence, expressed in inner bark."
"DC654234"	"Fagus crenata mRNA, clone: Fc_TUM08_08P10, 5'end sequence, expressed in inner bark."
"DC655106"	"Fagus crenata mRNA, clone: Fc_TUM08_11G03, 5'end sequence, expressed in inner bark."
"DC655136"	"Fagus crenata mRNA, clone: Fc_TUM08_11H10, 5'end sequence, expressed in inner bark."
"DC654892"	"Fagus crenata mRNA, clone: Fc_TUM08_10M13, 5'end sequence, expressed in inner bark."
"DC656143"	"Fagus crenata mRNA, clone: Fc_TUM08_14G03, 5'end sequence, expressed in inner bark."
"DC656195"	"Fagus crenata mRNA, clone: Fc_TUM08_14I11, 5'end sequence, expressed in inner bark."
"DC656210"	"Fagus crenata mRNA, clone: Fc_TUM08_14J03, 5'end sequence, expressed in inner bark."
"DC656224"	"Fagus crenata mRNA, clone: Fc_TUM08_14J18, 5'end sequence, expressed in inner bark."
"DC656117"	"Fagus crenata mRNA, clone: Fc_TUM08_14E24, 5'end sequence, expressed in inner bark."
"DC656653"	"Fagus crenata mRNA, clone: Fc_TUM08_15O17, 5'end sequence, expressed in inner bark."
"DC656946"	"Fagus crenata mRNA, clone: Fc_TUM08_16M03, 5'end sequence, expressed in inner bark."
"DC656948"	"Fagus crenata mRNA, clone: Fc_TUM08_16M05, 5'end sequence, expressed in inner bark."
"DC656979"	"Fagus crenata mRNA, clone: Fc_TUM08_16N16, 5'end sequence, expressed in inner bark."
"DC655432"	"Fagus crenata mRNA, clone: Fc_TUM08_12F08, 5'end sequence, expressed in inner bark."
"DC654054"	"Fagus crenata mRNA, clone: Fc_TUM08_08H01, 5'end sequence, expressed in inner bark."
"DC656237"	"Fagus crenata mRNA, clone: Fc_TUM08_14K10, 5'end sequence, expressed in inner bark."
"DC653651"	"Fagus crenata mRNA, clone: Fc_TUM08_07E08, 5'end sequence, expressed in inner bark."
"DC656133"	"Fagus crenata mRNA, clone: Fc_TUM08_14F17, 5'end sequence, expressed in inner bark."
"DC656431"	"Fagus crenata mRNA, clone: Fc_TUM08_15E08, 5'end sequence, expressed in inner bark."
"DC653887"	"Fagus crenata mRNA, clone: Fc_TUM08_07P13, 5'end sequence, expressed in inner bark."
"DC656861"	"Fagus crenata mRNA, clone: Fc_TUM08_16I02, 5'end sequence, expressed in inner bark."
"DC653629"	"Fagus crenata mRNA, clone: Fc_TUM08_07D06, 5'end sequence, expressed in inner bark."
"DC654060"	"Fagus crenata mRNA, clone: Fc_TUM08_08H07, 5'end sequence, expressed in inner bark."
"DC654163"	"Fagus crenata mRNA, clone: Fc_TUM08_08M03, 5'end sequence, expressed in inner bark."
"DC654068"	"Fagus crenata mRNA, clone: Fc_TUM08_08H15, 5'end sequence, expressed in inner bark."
"DC654304"	"Fagus crenata mRNA, clone: Fc_TUM08_09C11, 5'end sequence, expressed in inner bark."
"DC653561"	"Fagus crenata mRNA, clone: Fc_TUM08_06P22, 5'end sequence, expressed in inner bark."
"DC655608"	"Fagus crenata mRNA, clone: Fc_TUM08_12N16, 5'end sequence, expressed in inner bark."
"DC655150"	"Fagus crenata mRNA, clone: Fc_TUM08_11H24, 5'end sequence, expressed in inner bark."
"DC654862"	"Fagus crenata mRNA, clone: Fc_TUM08_10L05, 5'end sequence, expressed in inner bark."
"DC656342"	"Fagus crenata mRNA, clone: Fc_TUM08_14P02, 5'end sequence, expressed in inner bark."
"DC657166"	"Fagus crenata mRNA, clone: Fc_TUM08_17G05, 5'end sequence, expressed in inner bark."
"DC657303"	"Fagus crenata mRNA, clone: Fc_TUM08_17M09, 5'end sequence, expressed in inner bark."
"DC657004"	"Fagus crenata mRNA, clone: Fc_TUM08_16O20, 5'end sequence, expressed in inner bark."
"DC657028"	"Fagus crenata mRNA, clone: Fc_TUM08_16P24, 5'end sequence, expressed in inner bark."
"DC656220"	"Fagus crenata mRNA, clone: Fc_TUM08_14J13, 5'end sequence, expressed in inner bark."
"DC656278"	"Fagus crenata mRNA, clone: Fc_TUM08_14M05, 5'end sequence, expressed in inner bark."
"DC655515"	"Fagus crenata mRNA, clone: Fc_TUM08_12J09, 5'end sequence, expressed in inner bark."
"DC654334"	"Fagus crenata mRNA, clone: Fc_TUM08_09D21, 5'end sequence, expressed in inner bark."
"DC653794"	"Fagus crenata mRNA, clone: Fc_TUM08_07L13, 5'end sequence, expressed in inner bark."
"DC653241"	"Fagus crenata mRNA, clone: Fc_TUM08_06B20, 5'end sequence, expressed in inner bark."
"DC654081"	"Fagus crenata mRNA, clone: Fc_TUM08_08I06, 5'end sequence, expressed in inner bark."
"DC653518"	"Fagus crenata mRNA, clone: Fc_TUM08_06O03, 5'end sequence, expressed in inner bark."
"DC653152"	"Fagus crenata mRNA, clone: Fc_TUM08_05N20, 5'end sequence, expressed in inner bark."
"DC655470"	"Fagus crenata mRNA, clone: Fc_TUM08_12H09, 5'end sequence, expressed in inner bark."
"DC655195"	"Fagus crenata mRNA, clone: Fc_TUM08_11K02, 5'end sequence, expressed in inner bark."
"DC655792"	"Fagus crenata mRNA, clone: Fc_TUM08_13G02, 5'end sequence, expressed in inner bark."
"DC654909"	"Fagus crenata mRNA, clone: Fc_TUM08_10N09, 5'end sequence, expressed in inner bark."
"DC654387"	"Fagus crenata mRNA, clone: Fc_TUM08_09G08, 5'end sequence, expressed in inner bark."
"DC656353"	"Fagus crenata mRNA, clone: Fc_TUM08_14P13, 5'end sequence, expressed in inner bark."
"DC654424"	"Fagus crenata mRNA, clone: Fc_TUM08_09H21, 5'end sequence, expressed in inner bark."
"DC656365"	"Fagus crenata mRNA, clone: Fc_TUM08_15A04, 5'end sequence, expressed in inner bark."
"DC656701"	"Fagus crenata mRNA, clone: Fc_TUM08_16A21, 5'end sequence, expressed in inner bark."
"MT727409"	"UNVERIFIED: Fagus crenata isolate 434_1 time for coffee (LOC115970748) gene, partial sequence."
"DC653026"	"Fagus crenata mRNA, clone: Fc_TUM08_05H24, 5'end sequence, expressed in inner bark."
"DC654540"	"Fagus crenata mRNA, clone: Fc_TUM08_09M21, 5'end sequence, expressed in inner bark."
"DC654379"	"Fagus crenata mRNA, clone: Fc_TUM08_09F23, 5'end sequence, expressed in inner bark."
"DC654255"	"Fagus crenata mRNA, clone: Fc_TUM08_09A08, 5'end sequence, expressed in inner bark."
"DC655270"	"Fagus crenata mRNA, clone: Fc_TUM08_11N10, 5'end sequence, expressed in inner bark."
"DC656587"	"Fagus crenata mRNA, clone: Fc_TUM08_15L15, 5'end sequence, expressed in inner bark."
"DC652106"	"Fagus crenata mRNA, clone: Fc_TUM08_02F01, 5'end sequence, expressed in inner bark."
"DC653849"	"Fagus crenata mRNA, clone: Fc_TUM08_07N22, 5'end sequence, expressed in inner bark."
"DC654046"	"Fagus crenata mRNA, clone: Fc_TUM08_08G16, 5'end sequence, expressed in inner bark."
"DC653765"	"Fagus crenata mRNA, clone: Fc_TUM08_07K05, 5'end sequence, expressed in inner bark."
"DC653783"	"Fagus crenata mRNA, clone: Fc_TUM08_07L01, 5'end sequence, expressed in inner bark."
"DC653601"	"Fagus crenata mRNA, clone: Fc_TUM08_07B22, 5'end sequence, expressed in inner bark."
"DC653999"	"Fagus crenata mRNA, clone: Fc_TUM08_08E13, 5'end sequence, expressed in inner bark."
"DC653219"	"Fagus crenata mRNA, clone: Fc_TUM08_06A20, 5'end sequence, expressed in inner bark."
"DC654192"	"Fagus crenata mRNA, clone: Fc_TUM08_08N12, 5'end sequence, expressed in inner bark."
"DC654036"	"Fagus crenata mRNA, clone: Fc_TUM08_08G06, 5'end sequence, expressed in inner bark."
"DC654037"	"Fagus crenata mRNA, clone: Fc_TUM08_08G07, 5'end sequence, expressed in inner bark."
"DC654275"	"Fagus crenata mRNA, clone: Fc_TUM08_09B05, 5'end sequence, expressed in inner bark."
"DC654283"	"Fagus crenata mRNA, clone: Fc_TUM08_09B14, 5'end sequence, expressed in inner bark."
"DC653324"	"Fagus crenata mRNA, clone: Fc_TUM08_06F13, 5'end sequence, expressed in inner bark."
"DC654104"	"Fagus crenata mRNA, clone: Fc_TUM08_08J08, 5'end sequence, expressed in inner bark."
"DC653531"	"Fagus crenata mRNA, clone: Fc_TUM08_06O16, 5'end sequence, expressed in inner bark."
"DC653937"	"Fagus crenata mRNA, clone: Fc_TUM08_08B19, 5'end sequence, expressed in inner bark."
"DC655031"	"Fagus crenata mRNA, clone: Fc_TUM08_11C20, 5'end sequence, expressed in inner bark."
"DC655080"	"Fagus crenata mRNA, clone: Fc_TUM08_11E24, 5'end sequence, expressed in inner bark."
"DC655847"	"Fagus crenata mRNA, clone: Fc_TUM08_13I12, 5'end sequence, expressed in inner bark."
"DC655860"	"Fagus crenata mRNA, clone: Fc_TUM08_13J02, 5'end sequence, expressed in inner bark."
"DC655369"	"Fagus crenata mRNA, clone: Fc_TUM08_12C09, 5'end sequence, expressed in inner bark."
"DC655462"	"Fagus crenata mRNA, clone: Fc_TUM08_12G23, 5'end sequence, expressed in inner bark."
"DC655490"	"Fagus crenata mRNA, clone: Fc_TUM08_12I07, 5'end sequence, expressed in inner bark."
"DC655586"	"Fagus crenata mRNA, clone: Fc_TUM08_12M15, 5'end sequence, expressed in inner bark."
"DC655603"	"Fagus crenata mRNA, clone: Fc_TUM08_12N10, 5'end sequence, expressed in inner bark."
"DC655298"	"Fagus crenata mRNA, clone: Fc_TUM08_11O18, 5'end sequence, expressed in inner bark."
"DC655327"	"Fagus crenata mRNA, clone: Fc_TUM08_12A07, 5'end sequence, expressed in inner bark."
"DC654858"	"Fagus crenata mRNA, clone: Fc_TUM08_10L01, 5'end sequence, expressed in inner bark."
"DC654897"	"Fagus crenata mRNA, clone: Fc_TUM08_10M20, 5'end sequence, expressed in inner bark."
"DC656025"	"Fagus crenata mRNA, clone: Fc_TUM08_14A19, 5'end sequence, expressed in inner bark."
"DC656023"	"Fagus crenata mRNA, clone: Fc_TUM08_14A16, 5'end sequence, expressed in inner bark."
"DC656410"	"Fagus crenata mRNA, clone: Fc_TUM08_15D06, 5'end sequence, expressed in inner bark."
"DC656412"	"Fagus crenata mRNA, clone: Fc_TUM08_15D08, 5'end sequence, expressed in inner bark."
"DC656564"	"Fagus crenata mRNA, clone: Fc_TUM08_15K13, 5'end sequence, expressed in inner bark."
"DC656681"	"Fagus crenata mRNA, clone: Fc_TUM08_15P23, 5'end sequence, expressed in inner bark."
"DC656710"	"Fagus crenata mRNA, clone: Fc_TUM08_16B08, 5'end sequence, expressed in inner bark."
"DC656791"	"Fagus crenata mRNA, clone: Fc_TUM08_16F01, 5'end sequence, expressed in inner bark."
"DC657264"	"Fagus crenata mRNA, clone: Fc_TUM08_17K17, 5'end sequence, expressed in inner bark."
"DC655670"	"Fagus crenata mRNA, clone: Fc_TUM08_13A14, 5'end sequence, expressed in inner bark."
"DC656919"	"Fagus crenata mRNA, clone: Fc_TUM08_16K22, 5'end sequence, expressed in inner bark."
"DC652862"	"Fagus crenata mRNA, clone: Fc_TUM08_05A15, 5'end sequence, expressed in inner bark."
"DC656424"	"Fagus crenata mRNA, clone: Fc_TUM08_15D21, 5'end sequence, expressed in inner bark."
"DC656356"	"Fagus crenata mRNA, clone: Fc_TUM08_14P17, 5'end sequence, expressed in inner bark."
"DC657338"	"Fagus crenata mRNA, clone: Fc_TUM08_17N23, 5'end sequence, expressed in inner bark."
"DC657369"	"Fagus crenata mRNA, clone: Fc_TUM08_17P08, 5'end sequence, expressed in inner bark."
"DC653183"	"Fagus crenata mRNA, clone: Fc_TUM08_05P07, 5'end sequence, expressed in inner bark."
"DC653998"	"Fagus crenata mRNA, clone: Fc_TUM08_08E12, 5'end sequence, expressed in inner bark."
"DC653825"	"Fagus crenata mRNA, clone: Fc_TUM08_07M20, 5'end sequence, expressed in inner bark."
"DC653871"	"Fagus crenata mRNA, clone: Fc_TUM08_07O20, 5'end sequence, expressed in inner bark."
"DC653480"	"Fagus crenata mRNA, clone: Fc_TUM08_06M13, 5'end sequence, expressed in inner bark."
"DC653481"	"Fagus crenata mRNA, clone: Fc_TUM08_06M14, 5'end sequence, expressed in inner bark."
"DC653288"	"Fagus crenata mRNA, clone: Fc_TUM08_06D23, 5'end sequence, expressed in inner bark."
"DC653886"	"Fagus crenata mRNA, clone: Fc_TUM08_07P12, 5'end sequence, expressed in inner bark."
"DC653504"	"Fagus crenata mRNA, clone: Fc_TUM08_06N13, 5'end sequence, expressed in inner bark."
"DC655114"	"Fagus crenata mRNA, clone: Fc_TUM08_11G11, 5'end sequence, expressed in inner bark."
"DC655871"	"Fagus crenata mRNA, clone: Fc_TUM08_13J15, 5'end sequence, expressed in inner bark."
"DC655916"	"Fagus crenata mRNA, clone: Fc_TUM08_13L17, 5'end sequence, expressed in inner bark."
"DC655927"	"Fagus crenata mRNA, clone: Fc_TUM08_13M06, 5'end sequence, expressed in inner bark."
"DC655469"	"Fagus crenata mRNA, clone: Fc_TUM08_12H08, 5'end sequence, expressed in inner bark."
"DC652408"	"Fagus crenata mRNA, clone: Fc_TUM08_03M15, 5'end sequence, expressed in inner bark."
"DC655713"	"Fagus crenata mRNA, clone: Fc_TUM08_13C12, 5'end sequence, expressed in inner bark."
"DC654740"	"Fagus crenata mRNA, clone: Fc_TUM08_10F14, 5'end sequence, expressed in inner bark."
